movie_id,keyword_id,keyword
1265609,196009,military training
1265609,298591,military sci-fi
1265609,332773,u.s. army ranger
1290821,196164,ghosts of the past
1290821,325768,apologetic
1290821,337188,solitary life
799882,12988,pirate
799882,164181,sister-in-law
799882,167861,caribbean sea
799882,202371,aggressive
799882,207928,19th century
799882,230771,female pirate
799882,241548,old grudge
799882,263814,caribbean
799882,365596,running from the past
799882,365597,quartermaster
799882,365598,second in command
1193501,6270,high school
1193501,2968,grave
1193501,10114,evil spirit
1193501,10873,school
1193501,34079,death
1193501,41328,whistle
1193501,156866,based on short story
1193501,256183,supernatural horror
1193501,266753,cautionary
1193501,304115,cursed object
1193501,309060,teen horror
1193501,315058,horror
680493,1299,monster
680493,4183,wife
680493,6152,supernatural
680493,3344,letter
680493,437,painter
680493,9663,sequel
680493,10886,punishment
680493,9673,love
680493,10349,survival
680493,9826,murder
680493,13031,creature
680493,41645,based on video game
680493,166701,ghost town
680493,272553,psychological
680493,275311,plot twist
680493,295907,psychological horror
680493,312898,violence
680493,325783,cliché
1236153,4776,race against time
1236153,10364,mission
1236153,310,artificial intelligence (a.i.)
1236153,258,bomb
1236153,1930,kidnapping
1236153,12670,"los angeles, california"
1236153,14783,false accusations
1236153,202371,aggressive
1236153,232076,desperate
1236153,235910,innocent suspect
1236153,240303,father daughter relationship
1236153,241782,criminal justice system
1236153,243982,evidence room
1236153,244256,near future
1236153,272745,screenlife
1236153,323114,crime
1236153,325776,baffled
840464,5096,natural disaster
840464,4917,shelter
840464,10349,survival
840464,10617,disaster
840464,208156,frantic
1327819,161219,consciousness
1327819,233636,human becoming an animal
1327819,251351,robotic animal
1327819,278823,3d animation
1159559,2546,mask
1159559,310,artificial intelligence (a.i.)
1159559,9663,sequel
1159559,9826,murder
1159559,10714,serial killer
1159559,12339,slasher
1159559,12570,whodunit
1159559,17987,killing spree
1159559,160612,self-referential
1159559,161184,reboot
1159559,177695,crime spree
1159559,200918,angry
1159559,207046,murder mystery
1159559,234025,masked villain
1159559,234906,murder spree
1159559,290395,casual
1159559,309060,teen horror
1084242,1585,snake
1084242,3208,bunny
1084242,2527,fox
1084242,8015,cop
1084242,9663,sequel
1084242,11477,anthropomorphism
1084242,18165,animals
1084242,33549,displacement
1084242,167316,buddy cop
1084242,167541,buddy comedy
1084242,239797,complex
1084242,259376,playful
1084242,267848,talking animal
1084242,278823,3d animation
1084242,325805,embarrassed
1084242,325811,excited
1168190,9824,reunion
1168190,229620,helicopter chase
1168190,243959,brother brother relationship
1168190,325791,defiant
1168190,345457,loss of father
1419406,325811,excited
83533,616,witch
83533,402,clone
83533,3386,space war
83533,10148,tribe
83533,9663,sequel
83533,9951,alien
83533,12375,transhumanism
83533,18035,family
83533,195114,space adventure
83533,205734,family dynamics
83533,237104,rival
1311031,6152,supernatural
1311031,9663,sequel
1311031,13141,based on manga
1311031,15001,demon
1311031,159103,mourning
1311031,207826,shounen
1311031,210024,anime
1311031,240485,brother sister relationship
1311031,254547,taisho period
696393,5657,australia
696393,818,based on novel or book
696393,2766,mutation
696393,5569,vomit
696393,7946,deer
696393,9744,outbreak
696393,10349,survival
696393,12551,nuclear bomb
696393,17995,epidemic
696393,221253,fungus
696393,228922,underground facility
696393,314811,storage compound
696393,320420,hilarious
696393,323910,sci-fi horror
696393,325823,harsh
696393,352581,comedy horror
1159831,520,"chicago, illinois"
1159831,9826,murder
1159831,12415,back from the dead
1159831,178982,companion
1159831,187056,woman director
1159831,199844,femicide
1159831,214548,1930s
1159831,221882,gothic romance
1159831,228384,female scientist
1159831,258464,frankenstein
755898,6086,government
755898,10563,attack
755898,18419,privacy
755898,18420,surveillance
755898,197255,cybersecurity
755898,202559,district
755898,240069,online privacy
755898,272745,screenlife
755898,273967,war
755898,305168,depressed
755898,309974,absurd
755898,325793,derisive
1368166,818,based on novel or book
1368166,12565,psychological thriller
1368166,17997,housekeeper
1368166,155619,attic
1368166,191009,housemaid
1368166,286957,adaptation
1368166,316332,mystery
1368166,319190,suspense thriller
1242898,10349,survival
1242898,10216,outcast
1242898,10158,alien planet
1242898,302711,team up
1242898,321464,intense
1272837,392,england
1272837,4458,post-apocalyptic future
1272837,3099,satanism
1272837,5545,satanist
1272837,9663,sequel
1272837,10138,satan
1272837,10349,survival
1272837,12377,zombie
1272837,34079,death
1272837,41380,crucifix
1272837,50009,survival horror
1272837,163055,satanic cult
1272837,186565,zombie apocalypse
1272837,223793,northumberland
1401778,131,italy
1401778,2587,married couple
1401778,3203,pilot
1401778,3497,hot air balloon
1401778,33494,couple
1401778,209503,dolomites
1401778,336497,survival thriller
10156,488,moses
10156,1405,roman empire
10156,344,inquisition
10156,4319,french revolution
10156,4344,musical
10156,4428,stone age
10156,8201,satire
10156,9706,anthology
10156,10506,prehistory
10156,159955,cavemen
10156,160279,18th century
10156,177050,louis xvi
10156,187305,peplum
10156,196092,timeline
10156,196307,nero
10156,213097,15th century
10156,215590,spanish inquisition
10156,225012,satirical
1549519,321739,sexy
1426964,324429,romantic
1497970,2598,museum
1497970,4379,time travel
1497970,15076,cat and mouse
1497970,158628,foreign language adaptation
1306368,416,"miami, florida"
1306368,6149,police
1306368,5340,investigation
1306368,10950,shootout
1306368,11719,dirty cop
1306368,14782,trust
1306368,155619,attic
1306368,167428,sting operation
1306368,200918,angry
1306368,206594,cartel
1306368,208646,hidden money
1306368,251667,anxious
1306368,272551,fbi agent
1306368,285626,drug money
1306368,312898,violence
1167307,3036,bible
1167307,4344,musical
1167307,11222,prophet
1167307,178107,david vs. goliath
1167307,281237,independent film
1167307,309288,bible prophecy
1167307,348322,biblical epic
1316092,3737,dying and death
1316092,1326,infidelity
1316092,818,based on novel or book
1316092,3691,forbidden love
1316092,9872,grief
1316092,13014,orphan
1316092,15060,period drama
1316092,33439,sexual sadism
1316092,155271,kinky
1316092,155643,foster child
1316092,160279,18th century
1316092,187056,woman director
1316092,199524,disturbed
1316092,221882,gothic romance
1316092,232473,whitewashing
1316092,283057,passion and romance
1316092,304976,romantic drama
1316092,312898,violence
1316092,323809,depressing
1316092,324886,bitter
1316092,325788,conceited
1316092,325790,cruel
1316092,325821,ghoulish
1316092,325835,melodramatic
1316092,338068,gothic period
1316092,358899,pettiness
1316092,361772,period romance
1316092,362757,sensual
425274,1384,diamond
425274,1385,antwerp
425274,9663,sequel
425274,10051,heist
425274,40903,diamond heist
425274,210730,illusionist
425274,302711,team up
425274,369401,antwerp diamonds
1539104,12197,compilation
1539104,13141,based on manga
1539104,194008,edited from tv series
1539104,207826,shounen
1539104,210024,anime
1539104,325801,distressing
1511417,2803,affectation
1511417,9856,flashback
1511417,9748,revenge
1511417,12026,alternate history
1511417,12995,historical fiction
1511417,170771,fratricide
1511417,216932,ancient india
1511417,226647,regicide
1511417,281072,multi generational
1511417,309974,absurd
1511417,324885,hindu shiva
1511417,334469,multiple timelines
1511417,336619,remastered
1511417,349749,epic film
1511417,353000,director's cut
1234731,1585,snake
1234731,5160,animal attack
1234731,5968,amazon rainforest
1234731,9732,film in film
1234731,10787,jungle
1234731,41415,reptile
1234731,158233,anaconda
1234731,161184,reboot
1234731,223059,animal horror
1234731,270346,meta
1234731,320420,hilarious
1234731,325765,amused
1234731,325775,awestruck
1234731,325778,bold
1448560,259376,playful
1448560,325805,embarrassed
1054867,11196,rebellion
1054867,818,based on novel or book
1054867,836,resistance
1054867,5616,usa–mexico border
1054867,2187,riot
1054867,10131,interracial relationship
1054867,10562,on the run
1054867,160910,xenophobia
1054867,179430,aftercreditsstinger
1054867,197430,missing daughter
1054867,209044,white supremacy
1054867,231020,anti-fascism
1054867,240303,father daughter relationship
1054867,252314,revolutionaries
1054867,256015,african american
1054867,257456,anti-racism
1054867,339049,immigration detention center
1317288,242,new york city
1317288,6075,sports
1317288,592,capitalism
1317288,3725,pregnancy
1317288,2348,hustler
1317288,5526,ping pong
1317288,12369,"tokyo, japan"
1317288,18011,pregnant woman
1317288,164186,character study
1317288,184302,scheming
1317288,208156,frantic
1317288,208611,1950s
1317288,240461,dedication
1317288,247776,american businessman
1317288,251667,anxious
1317288,274920,jewish
1317288,276964,table tennis
1317288,325765,amused
1317288,325777,bewildered
1629382,897,rap music
1629382,2394,ghetto
1629382,316421,drama
24428,242,new york city
24428,9715,superhero
24428,5539,shield
24428,9717,based on comic
24428,14909,alien invasion
24428,155030,superhero team
24428,179430,aftercreditsstinger
24428,179431,duringcreditsstinger
24428,180547,marvel cinematic universe (mcu)
482600,155477,softcore
482600,305168,depressed
482600,324429,romantic
1297842,240,underdog
1297842,6054,friendship
1297842,6075,sports
1297842,5300,allies
1297842,3734,ambition
1297842,6733,bullying
1297842,5399,challenge
1297842,6496,basketball
1297842,9823,rivalry
1297842,10683,coming of age
1297842,11477,anthropomorphism
1297842,18165,animals
1297842,68642,intimidation
1297842,168567,stereotype
1297842,176746,basketball team
1297842,176752,basketball player
1297842,181329,big dreams
1297842,224389,imaginary world
1297842,243897,sneakers
1297842,252690,vulture
1297842,259376,playful
1297842,267848,talking animal
1297842,269710,anthropomorphic animal
1297842,274126,athlete
1297842,281585,inspirational
1297842,296988,enemy
1297842,299369,courage
1297842,304995,feel good
1297842,319357,heartwarming
1297842,319837,exciting
1297842,320262,fantasy sports
1297842,325761,admiring
1297842,325765,amused
1297842,325832,joyful
1297842,335806,sports comedy
7451,10364,mission
7451,1865,biological weapon
7451,999,sports car
7451,2106,cold war
7451,3530,"prague, czech republic"
7451,217142,nsa agent
7451,234505,adrenaline junkie
7451,234506,thrill seeker
858024,818,based on novel or book
858024,9872,grief
858024,12995,historical fiction
858024,146946,death in family
858024,187056,woman director
858024,208244,16th century
858024,251613,period film
1249508,9672,based on true story
1249508,10468,bear
1249508,211659,somber
1249508,281237,independent film
1249508,315058,horror
1249508,316362,thriller
1249508,325854,tragic
1319280,311045,deaf girl
157336,10084,rescue
157336,2964,future
157336,1612,spacecraft
157336,4776,race against time
157336,310,artificial intelligence (a.i.)
157336,1432,nasa
157336,1521,time warp
157336,4565,dystopia
157336,1963,expedition
157336,3801,space travel
157336,3417,wormhole
157336,4337,famine
157336,6567,hibernation
157336,4380,black hole
157336,8056,quantum mechanics
157336,10235,family relationships
157336,9882,space
157336,14544,robot
157336,14626,astronaut
157336,14760,scientist
157336,33479,single father
157336,154846,farmer
157336,156039,space station
157336,195114,space adventure
157336,208757,time paradox
157336,220800,time-manipulation
157336,233155,cryonics
157336,240303,father daughter relationship
157336,270088,2060s
157336,272987,cornfield
157336,325763,ambiguous
803796,848,double life
803796,1797,loyalty
803796,6152,supernatural
803796,2803,affectation
803796,4344,musical
803796,5248,female friendship
803796,11322,female protagonist
803796,15001,demon
803796,34042,self-doubt
803796,161153,sing-along
803796,171176,girl power
803796,179431,duringcreditsstinger
803796,186425,demon hunter
803796,186799,girl group
803796,194869,boy band
803796,220266,fandom
803796,225273,k-pop
803796,247799,action comedy
803796,248927,found family
803796,261681,south korea
803796,278823,3d animation
803796,288816,lighthearted
803796,291153,grand
803796,299325,half demon
803796,299714,save the world
803796,312500,self-redemption
803796,325842,powerful
803796,329554,k-pop group
803796,330491,trio
1305781,779,martial arts
1305781,801,bounty hunter
1305781,184656,wuxia
1305781,192772,historical drama
1305781,278700,historical epic
1305781,281102,a.d. anno domini
1305781,290667,based on manhua
1305781,325761,admiring
1032892,3929,hope
1032892,9673,love
1032892,171366,multiple storylines
1032892,207825,connection
1032892,255652,history of mankind
1032892,325776,baffled
1191876,483,riddle
1191876,239413,false imprisonment
1191876,281237,independent film
798645,818,based on novel or book
798645,2803,affectation
798645,10123,dark comedy
798645,10349,survival
798645,10562,on the run
798645,15208,biting
798645,34136,blunt
798645,159103,mourning
798645,173971,taunting
798645,178895,questioning
798645,195279,television network
798645,197056,meditative
798645,200234,shocking
798645,200918,angry
798645,205276,vexed
798645,208156,frantic
798645,208251,nervous
798645,210162,grim
798645,210434,thoughtful
798645,211659,somber
798645,212737,philosophical
798645,239797,complex
798645,244256,near future
798645,251667,anxious
798645,276605,serious
798645,281585,inspirational
798645,293649,provocative
798645,301096,direct
798645,303942,didactic
798645,311315,dramatic
798645,311998,furious
798645,314730,suspenseful
798645,315053,critical
798645,316832,tense
798645,321464,intense
798645,325761,admiring
798645,325772,assertive
798645,325773,audacious
798645,325778,bold
798645,325786,compassionate
798645,325791,defiant
798645,325806,empathetic
798645,325808,enraged
798645,325814,familiar
798645,325817,foreboding
798645,325823,harsh
798645,325839,ominous
798645,325841,pessimistic
798645,325842,powerful
798645,325847,scathing
798645,325851,straightforward
798645,325854,tragic
798645,325855,urgent
798645,350338,dystopian future
798645,357496,dystopian sci-fi
4247,6270,high school
4247,6259,psychopath
4247,2101,garage
4247,8201,satire
4247,9755,parody
4247,9964,crude humor
4247,11931,spoof
4247,12339,slasher
4247,12416,horror spoof
4247,14964,drugs
4247,179430,aftercreditsstinger
4247,249969,horror parody
4247,325809,enthusiastic
875828,392,england
875828,3149,gangster
875828,1956,world war ii
875828,15060,period drama
875828,207883,1940s
875828,269769,based on tv series
1196067,1299,monster
1196067,2210,climate change
1196067,5769,global warming
1180831,5457,mythical creature
1180831,9663,sequel
1180831,11173,troll
1180831,161791,kaiju
1180831,192687,"oslo, norway"
1180831,210614,monster movie
1180831,263706,norwegian folklore
1180831,302132,action thriller
1180831,325828,indifferent
1233413,520,"chicago, illinois"
1233413,592,capitalism
1233413,529,ku klux klan
1233413,4048,musician
1233413,4978,immortality
1233413,3133,vampire
1233413,9887,surrealism
1233413,7412,sin
1233413,7464,alcoholism
1233413,9259,vampire hunter (slayer)
1233413,14765,church
1233413,15016,twins
1233413,34136,blunt
1233413,155817,estranged wife
1233413,163129,dual role
1233413,164829,cousin relationship
1233413,164881,death of daughter
1233413,175506,blues music
1233413,179430,aftercreditsstinger
1233413,191313,klansmen
1233413,210608,1990s
1233413,214548,1930s
1233413,215659,salvation
1233413,219896,assimilation
1233413,227943,chinese immigrant
1233413,243959,brother brother relationship
1233413,245264,southern gothic
1233413,246484,afro-descendants
1233413,254244,cousins
1233413,256183,supernatural horror
1233413,259376,playful
1233413,260005,train station
1233413,309603,mississippi
1233413,325818,frightened
278,378,prison
278,6054,friendship
278,796,police brutality
278,417,corruption
278,818,based on novel or book
278,6089,freedom
278,3929,hope
278,2885,prison cell
278,4779,delinquent
278,11436,redemption
278,8622,parole board
278,9777,prison escape
278,12662,wrongful imprisonment
278,165583,interracial friendship
278,180172,framed for murder
278,207883,1940s
278,236369,voiceover
911430,6075,sports
911430,4610,comeback
911430,10039,racing
911430,14725,race car driver
911430,161643,sport competition
911430,179435,beforecreditsstinger
911430,185434,rookie
911430,233981,formula one (f1)
911430,242128,motorsport
911430,298953,car racing
1062722,1299,monster
1062722,818,based on novel or book
1062722,6152,supernatural
1062722,3262,surgeon
1062722,10125,mad scientist
1062722,10122,reanimation
1062722,163070,burlesque
1062722,240119,father son relationship
1062722,240237,mother son relationship
1062722,258464,frankenstein
1424965,179578,lost at sea
1424965,269735,ice skater
1424965,342446,arctic survival
1241742,155477,softcore
1241742,158718,lgbt
1241742,256466,erotic
1241742,264386,lesbian
1241742,321739,sexy
1205225,12332,apocalypse
1205225,161261,demonic possession
1205225,286912,abandoned church
1266798,818,based on novel or book
1234821,2041,island
1234821,3269,secret mission
1234821,1720,tyrannosaurus rex
1234821,1770,spinosaurus
1234821,9663,sequel
1234821,9743,stranded
1234821,12616,dinosaur
1234821,18035,family
1234821,244157,genetic experiment
1234821,319467,mosasaurus
1061474,9715,superhero
1061474,9717,based on comic
1061474,33637,super power
1061474,179430,aftercreditsstinger
1061474,179431,duringcreditsstinger
1061474,194404,supervillain
1061474,312528,dc universe (dcu)
1061474,317466,anti-imperialism
1171145,642,robbery
1171145,818,based on novel or book
1171145,6099,jewelry
1171145,12670,"los angeles, california"
1171145,15167,police detective
1171145,156938,insurance
1171145,167377,lapd
1171145,209672,jewel robbery
1198994,6733,bullying
1198994,5629,role reversal
1198994,10349,survival
1198994,15354,struggle for survival
1198994,50009,survival horror
1198994,155746,deserted island
1198994,188277,power struggle
1198994,238608,colleagues
1198994,246690,bullying in the workplace
1198994,249530,plane crash
1198994,262802,gender inequality
1198994,309270,comedy thriller
1198994,352581,comedy horror
991494,10244,based on cartoon
991494,12988,pirate
991494,269769,based on tv series
991494,290395,casual
991494,298636,underworld
991494,325762,adoring
991494,325765,amused
991494,325782,cheerful
991494,325814,familiar
1110034,33696,sea monster
1110034,263706,norwegian folklore
1375831,616,witch
1375831,10114,evil spirit
1375831,15001,demon
1375831,185455,latter day saints
1375831,241827,demonic
1375831,256183,supernatural horror
1375831,315058,horror
1375831,325825,horrified
1375831,325854,tragic
1310568,12570,whodunit
1310568,185815,u.s. embassy
1310568,207046,murder mystery
1273221,9755,parody
1273221,9663,sequel
1273221,9253,slapstick comedy
1273221,12416,horror spoof
1273221,161184,reboot
1273221,249969,horror parody
1289893,4225,night shift
1289893,193293,unsettling
1289893,333311,sleep clinic
1010755,9663,sequel
1010755,12339,slasher
1010755,161184,reboot
155,4426,sadism
155,4630,chaos
155,1308,secret identity
155,853,crime fighter
155,9715,superhero
155,2095,anti hero
155,3151,scarecrow
155,9717,based on comic
155,7002,vigilante
155,10291,organized crime
155,10044,tragic hero
155,14625,anti villain
155,18023,criminal mastermind
155,33518,district attorney
155,33637,super power
155,163074,super villain
155,207268,neo-noir
155,325778,bold
621742,158718,lgbt
621742,258533,gay theme
1223601,9663,sequel
1223601,239094,karelia
1223601,240422,wonder
1223601,309974,absurd
1223601,325765,amused
1223601,325801,distressing
1223601,325808,enraged
1223601,365435,venganza
1223601,365436,secuela
19995,856,paraplegic
19995,1534,attachment to nature
19995,1463,culture clash
19995,1551,indigenous
19995,3801,space travel
19995,3388,space colony
19995,10148,tribe
19995,10158,alien planet
19995,11239,distant future
19995,11399,marine
19995,14643,battle
19995,14720,love affair
19995,14760,scientist
19995,18330,nature
19995,47972,native peoples
19995,193554,power relations
19995,197818,tribal customs
19995,209415,tribal people
19995,221136,tribal chief
19995,233155,cryonics
19995,235164,spiritual community
19995,236590,22nd century
19995,238329,save the planet
19995,244446,racial discrimination
19995,253373,soldiers
19995,325775,awestruck
19995,325778,bold
19995,325812,exhilarated
1246049,90,"paris, france"
1246049,3133,vampire
1246049,1829,beheading
1246049,5488,parfum
1246049,11408,gargoyle
1246049,15032,gothic horror
1246049,172841,music box
1246049,207662,eternal love
1246049,207928,19th century
1246049,213097,15th century
1246049,255850,loss of wife
1246049,261274,dracula
4232,6270,high school
4232,1415,small town
4232,483,riddle
4232,627,killing
4232,3335,halloween
4232,10275,house party
4232,10714,serial killer
4232,10873,school
4232,12339,slasher
4232,12570,whodunit
4232,17987,killing spree
4232,157344,phone
4232,157380,tabloid
4232,157384,news reporter
4232,160612,self-referential
4232,162810,macabre
4232,177695,crime spree
4232,182794,halloween costume
4232,206298,young adult
4232,296608,teenager
4232,325773,audacious
4232,325815,farcical
4232,325817,foreboding
4232,325827,impartial
4232,325839,ominous
238,818,based on novel or book
238,697,loss of loved one
238,699,love at first sight
238,131,italy
238,3149,gangster
238,1715,symbolism
238,4677,patriarch
238,1295,europe
238,10291,organized crime
238,10391,mafia
238,11001,religion
238,10909,lawyer
238,15095,revenge motive
238,33421,crime family
238,155538,sicilian mafia
238,156043,religious hypocrisy
238,163656,gun violence
238,165725,rise to power
238,180173,dead horse
238,181858,gang violence
238,202371,aggressive
238,207883,1940s
238,208611,1950s
238,257630,mafia war
238,316832,tense
238,349776,tomate
238,366270,العراب
1258151,33696,sea monster
1258151,161171,kraken
1315303,1668,hawaii
1315303,2551,pet
1315303,5160,animal attack
1315303,10292,gore
1315303,10349,survival
1315303,15149,monkey
1315303,50009,survival horror
1315303,157972,chimpanzee
1315303,158303,rabies
1315303,177280,primate
1315303,202371,aggressive
1315303,206980,mongoose
1315303,223059,animal horror
1315303,225840,pool party
1315303,244984,pool
1315303,286407,party
1315303,309060,teen horror
1315303,315058,horror
1315303,361118,animal
1242937,200918,angry
1242937,261264,dreary
1363123,239407,europe vacation
879945,2408,côte d'azur
879945,13028,writer
879945,158718,lgbt
879945,258533,gay theme
879945,263548,short film
27205,10364,mission
27205,1566,dreams
27205,1930,kidnapping
27205,470,spy
27205,1501,allegory
27205,6258,intellectual
27205,2887,manipulation
27205,10051,heist
27205,10937,memory
27205,186789,dream world
27205,234868,subconscious
27205,239797,complex
27205,325787,complicated
27205,333185,high concept
27205,346773,dream
1631485,6054,friendship
1631485,14798,park
1631485,172971,elderly
1631485,214595,stage adaptation
1631485,292780,buenos aires
1631485,298930,old age
1631485,308516,intimist
1631485,334227,amistad
1631485,348098,vejez
1631485,362727,dialogue
1381027,1930,kidnapping
1381027,201456,paranoid
1381027,235636,family life
1381027,241804,toxic relationship
1381027,299865,toxic family
1381027,311315,dramatic
1381027,325787,complicated
1381027,325823,harsh
1381027,325853,sympathetic
967941,616,witch
967941,818,based on novel or book
967941,4344,musical
967941,5248,female friendship
967941,10181,based on play or musical
967941,9663,sequel
967941,10453,con artist
967941,9675,prequel
967941,156024,corrupt politician
967941,165468,governess
967941,170362,fantasy world
967941,177894,witch hunt
967941,177912,wizard
967941,181659,political corruption
967941,185201,illegitimate child
967941,188277,power struggle
967941,196785,woman in wheelchair
967941,198623,farm girl
967941,248327,munchkins
967941,325763,ambiguous
967941,343709,friends to rivals
967941,345225,interquel
967941,361994,forgiveness and reconciliation
1241470,1612,spacecraft
1241470,15218,special forces
1241470,309974,absurd
1228246,1373,killer robot
1228246,4733,pizzeria
1228246,9663,sequel
1228246,10714,serial killer
1228246,41180,security guard
1228246,41645,based on video game
1228246,158340,theme park
1228246,170309,dead children
1228246,179430,aftercreditsstinger
1228246,179431,duringcreditsstinger
1228246,207400,haunted attractions
1228246,214846,night guard
1228246,215790,animatronic
1228246,240764,possessed doll
1228246,256183,supernatural horror
1228246,256908,ghost child
1228246,325665,slasher horror
1228246,340171,android horror
533535,1701,hero
533535,9715,superhero
533535,2095,anti hero
533535,1852,mutant
533535,11687,breaking the fourth wall
533535,179430,aftercreditsstinger
533535,179431,duringcreditsstinger
533535,180547,marvel cinematic universe (mcu)
533535,234268,mutants
533535,265979,superhero teamup
934433,2546,mask
934433,242,new york city
934433,2754,trauma
934433,3335,halloween
934433,3616,college
934433,3864,fake identity
934433,9663,sequel
934433,11208,conspiracy theory
934433,9748,revenge
934433,9780,public murder
934433,9826,murder
934433,11479,social commentary
934433,10714,serial killer
934433,11734,police corruption
934433,12339,slasher
934433,12570,whodunit
934433,14688,multiple stabbings
934433,14707,brutality
934433,17987,killing spree
934433,160612,self-referential
934433,177695,crime spree
934433,179430,aftercreditsstinger
934433,218048,movie fan
934433,220455,copycat killer
934433,226344,generation z
934433,272551,fbi agent
934433,325844,ridiculous
1429605,1200,greece
1429605,160404,valentine's day
1429605,220628,pizza shop
617126,2660,strong woman
617126,9715,superhero
617126,9717,based on comic
617126,10150,end of the world
617126,18035,family
617126,33637,super power
617126,155030,superhero team
617126,175629,alternative reality
617126,179430,aftercreditsstinger
617126,179431,duringcreditsstinger
617126,180547,marvel cinematic universe (mcu)
617126,208992,1960s
617126,214730,retrofuturism
617126,325775,awestruck
617126,325785,commanding
1087192,334,flying
1087192,5895,vikings (norsemen)
1087192,9714,remake
1087192,12554,dragon
1087192,14643,battle
1087192,192913,warrior
1087192,245230,live action remake
1087192,246466,based on young adult novel
1087192,315310,reminiscent
1317672,818,based on novel or book
1317672,232076,desperate
1317672,325805,embarrassed
134207,9721,hunting trip
77165,156212,spaghetti western
77165,185403,eurowestern
223702,1545,supermarket
223702,9755,parody
223702,11477,anthropomorphism
223702,9956,sausage
223702,10637,food
223702,161919,adult animation
223702,168867,grocery store
223702,217311,sex party
223702,228646,gum
220468,6548,the rapture
220468,12332,apocalypse
220468,14736,motorcycle gang
220468,206315,christanity
571721,3036,bible
571721,9755,parody
571721,9716,stand-up comedy
571721,230097,jesus christ
571721,264118,brazil
571721,322268,comedy
526089,6038,marriage
526089,155049,wedding dress
526089,173295,post office
270589,470,spy
270589,202968,eurospy
270589,282758,spies
1430484,163178,racial stereotype
1430484,221962,new american cinema
1430484,222228,cinema history
1430484,228489,racial injustice
1430484,233041,hollywood history
1430484,240847,social & cultural documentary
1430484,244446,racial discrimination
1430484,255506,usa cinema
1430484,270830,american indian
1430484,303829,indian american
1430484,337102,hollywood-cowboy
1430484,338270,hollywood blacklist
269149,3020,sheep
269149,1501,allegory
269149,2043,lion
269149,2509,hippopotamus
269149,6513,cartoon
269149,3289,villain
269149,6733,bullying
269149,6678,polar bear
269149,10453,con artist
269149,11477,anthropomorphism
269149,9748,revenge
269149,10410,conspiracy
269149,10616,urban
269149,11322,female protagonist
269149,155716,rookie cop
269149,156091,missing person
269149,161757,fable
269149,162701,racial prejudice
269149,163119,injustice
269149,163976,reconciliation
269149,166726,female villain
269149,167316,buddy cop
269149,168567,stereotype
269149,181140,cartoon rabbit
269149,183169,villain arrested
269149,186782,discrimination
269149,197345,cartoon bear
269149,271856,cartoon animal
269149,301031,cartoon fox
269149,318533,cartoon elephant
269149,325761,admiring
84617,6009,mathematics
84617,4375,transformation
84617,3394,identity crisis
84617,9887,surrealism
84617,4951,rejection
84617,10048,unrequited love
84617,6010,geometry
84617,182250,personal growth
84617,199165,self confidence
84617,213891,abstract
84617,221109,unconventional
84617,237498,romantic rival
84617,263548,short film
84617,286204,geometric shapes
84617,305033,unlikely romance
391458,154802,silent film
601272,378,prison
601272,10685,escape
1034716,6054,friendship
1034716,818,based on novel or book
1034716,9799,romcom
1034716,9872,grief
1034716,14714,summer vacation
1034716,14782,trust
1034716,34004,second chance
1034716,164246,nostalgic
1034716,190531,speculative
1034716,208327,zealous
1034716,275276,feelgood
1034716,287476,heartfelt
1034716,309974,absurd
1034716,315323,incredulous
1034716,316241,egotistical
1034716,323809,depressing
1034716,324713,whimsical
1034716,325763,ambiguous
1034716,325788,conceited
1034716,325803,dubious
1034716,325815,farcical
1034716,325826,hum
1034716,325843,pretentious
1034716,325844,ridiculous
1034716,325852,subjective
1034716,365533,kilig
933944,6026,cinema on cinema
933944,5457,mythical creature
933944,6165,historical figure
933944,179860,nosferatu
933944,222228,cinema history
1258140,3071,prince
1258140,12999,black and white
533533,310,artificial intelligence (a.i.)
533533,4286,computer program
533533,2423,simulation
533533,8469,computer simulation
533533,9663,sequel
533533,232700,business rivalry
533533,244676,real world
533533,309974,absurd
533533,356931,digital world
223319,2804,exploitation
223319,10292,gore
223319,193697,shock
178182,159551,pink film
178182,230350,female teacher
178182,348517,roman porno
603,312,man vs machine
603,779,martial arts
603,780,kung fu
603,1566,dreams
603,663,fortune teller
603,310,artificial intelligence (a.i.)
603,83,saving the world
603,2157,hacker
603,1430,self sacrifice
603,4563,virtual reality
603,1721,fight
603,530,prophecy
603,6256,truth
603,490,philosophy
603,4565,dystopia
603,3074,insurgence
603,4238,chosen one
603,8126,pill
603,3972,simulated reality 
603,12190,cyberpunk
603,186789,dream world
603,194063,messiah
603,199524,disturbed
603,219404,action hero
603,221385,gnosticism
603,231404,oracle
603,303310,joyous
603,316472,soothsayer
603,325776,baffled
603,325801,distressing
603,333813,allegory of the cave
603,357496,dystopian sci-fi
346698,2383,feminism
346698,8201,satire
346698,6337,patriarchy
346698,11514,social satire
346698,10542,based on toy
346698,11322,female protagonist
346698,11860,fish out of water
346698,33372,womanhood
346698,33630,doll
346698,170351,reality vs fantasy
346698,170362,fantasy world
346698,176227,motherhood
346698,181324,existentialism
346698,187056,woman director
346698,232715,misandry
346698,240315,mother daughter relationship
346698,259376,playful
346698,269709,adventure comedy
346698,299718,gender discrimination
346698,322105,secret world
346698,325765,amused
346698,325824,hopeful
346698,325832,joyful
346698,325853,sympathetic
346698,356789,fantasy comedy
687163,818,based on novel or book
