movie_id,title,original_title,original_language,overview,tagline,status,genre_ids,genres,production_countries,popularity,release_date,runtime,budget,revenue,vote_average,vote_count,imdb_id
841755,Mortal Kombat Legends: Battle of the Realms,Mortal Kombat Legends: Battle of the Realms,en,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",The battle to end all battles.,Released,16|28|14,Animation|Action|Fantasy,US,2.9114,2021-08-30,80,0,0,7.6,478,tt14901058
389868,Seoul Station,서울역,ko,"In this animated prequel to ""Train to Busan,"" a group of survivors deals with a zombie pandemic that unleashes itself in downtown Seoul.",It all started here.,Released,16|27|878|28|53,Animation|Horror|Science Fiction|Action|Thriller,KR,1.3984,2016-08-17,92,0,2021735,6.5,478,tt3845670
253235,And So It Goes,And So It Goes,en,"Nobody likes self-centered realtor Oren Little, and he prefers it that way. He's deliberately mean to anyone who crosses his path and wants nothing more than to sell one final house and retire. His life turns upside-down when his estranged son drops off a granddaughter he never knew existed. Suddenly left in charge of her and with no idea how to take care of a child, he pawns the girl off on his neighbor, Leah -- but he eventually learns how to open his heart.",You could call Oren Little 'charming' — except no one does.,Released,35|18|10749,Comedy|Drama|Romance,US,3.4374,2014-07-10,94,18000000,25312387,6.031,478,tt2465146
11867,Barb Wire,Barb Wire,en,"A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",Don't call me babe!,Released,878|28|12,Science Fiction|Action|Adventure,US,2.8052,1996-05-02,98,9000000,3793614,4.1,477,tt0115624
60175,The Under-Gifted,Les sous-doués,fr,"The story centers around a graduating class of ""less-gifted"" students in a private Versailles high school. Only a miracle has brought the students this far along, and after a practical joke misfires and the whole school is dynamited, the students are in deep trouble. They have to present themselves in court for their punishment and it could not be worse: If they don't pass their high-school graduation exams, they go to prison!",,Released,35,Comedy,FR,2.4794,1980-04-30,92,0,0,6.452,478,tt0081541
151368,Open Windows,Open Windows,en,"Nick is excited to discover he's won a dinner date with his favorite actress, Jill Goddard. But when Jill refuses to honor the contest, he receives an offer he can't refuse: the ability to view Jill secretly via computer. Nick begins watching the unknowing star on her webcam, not realizing that this decision will put himself and Jill at risk as they enter a terrifying world of cat-and-mouse.",The 21st Century REAR WINDOW.,Released,53|28|80,Thriller|Action|Crime,FR|US|ES,2.3955,2014-07-04,101,4000000,100000,5.1,478,tt2409818
972614,Knox Goes Away,Knox Goes Away,en,"A contract killer, after being diagnosed with a fast-moving form of dementia, is presented with the opportunity to redeem himself by saving the life of his estranged adult son. But to do so, he must race against the police closing in on him as well as the ticking clock of his own rapidly deteriorating mind.",,Released,28|80|53,Action|Crime|Thriller,US,3.2246,2024-03-15,114,963703,0,7.0,476,tt20115766
566454,The Mystery of Henri Pick,Le Mystère Henri Pick,fr,"In a bizarre Breton library that collects rejected, never published manuscripts, a young editor discovers a novel that she considers a masterpiece. It was written by a certain Henri Pick, a cook who died two years earlier and who, according to his widow, had never read a book in his life or written anything but a shopping list... Did he have a secret life? When the book becomes a huge best-seller, Jean- Michel Rouche, a skeptical and stubborn literary critic, teams up with Joséphine, Pick’s daughter, to unravel the mystery.",,Released,18|35,Drama|Comedy,BE|CN|FR,1.0952,2019-03-06,101,0,0,6.5,477,tt8263936
72478,Suicide Room,Sala samobójców,pl,"Moody, dark and handsome Dominik is terrorized at school after video footage of his drunken kiss with classmate Aleksandr goes viral. Grappling with public humiliation, Dominik seeks solace in an avatar based 'suicide room' where the pink-haired rebel Sylwia consoles him.",Where fantasy and reality meet.,Released,18|53,Drama|Thriller,PL,2.0772,2011-03-04,116,1400000,4878284,7.3,478,tt1808454
88042,Parental Guidance,Parental Guidance,en,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,Here come the grandparents.  There go the rules.,Released,35,Comedy,US,2.8107,2012-12-25,104,25000000,119772232,6.0,478,tt1047540
352173,Drishyam,दृश्यम्,hi,A simple street-smart man tries to protect his family from a cop looking for her missing son who was accidently killed by his daughter.,Visuals Can Be Deceptive,Released,9648|53|18,Mystery|Thriller|Drama,IN,1.6969,2015-07-30,163,4600000,18000000,7.5,476,tt4430212
29963,Bright Star,Bright Star,en,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",First love burns brightest.,Released,18|10749,Drama|Romance,AU|GB,1.9565,2009-09-18,119,10000000,14374652,6.6,477,tt0810784
2453,Harley Davidson and the Marlboro Man,Harley Davidson and the Marlboro Man,en,"It's the lawless future, and renegade biker Harley Davidson and his surly cowboy buddy, Marlboro, learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",Who says there are no more heroes?,Released,28|53,Action|Thriller,US,2.7027,1991-08-23,98,23000000,7434726,6.3,477,tt0102005
114750,Dear White People,Dear White People,en,A campus culture war between Blacks and whites at a predominantly white Ivy League college comes to a head when the staff of a satirical magazine stages an offensive Halloween party.,A satire about being a Black face in a white place.,Released,35|18,Comedy|Drama,US,1.3938,2014-10-17,108,1300000,5403771,6.1,476,tt2235108
122857,Universal Soldier: Day of Reckoning,Universal Soldier: Day of Reckoning,en,"After his wife and daughter are murdered in a home invasion, a widower named John now finds himself up against an army of Universal Soldiers in relentless pursuit, led by a mysterious leader who promises to set UniSols free from their conditioning.",Under their own command,Released,28|878|53,Action|Science Fiction|Thriller,US,2.3976,2012-10-04,114,11500000,113706000,5.6,476,tt1659343
