movie_id,title,original_title,original_language,overview,tagline,status,genre_ids,genres,production_countries,popularity,release_date,runtime,budget,revenue,vote_average,vote_count,imdb_id
308369,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,en,"Greg is coasting through senior year of high school as anonymously as possible, avoiding social interactions like the plague while secretly making spirited, bizarre films with Earl, his only friend. But both his anonymity and friendship threaten to unravel when his mother forces him to befriend a classmate with leukemia.",A little friendship never killed anyone.,Released,18|35,Drama|Comedy,US,1.8252,2015-06-12,105,0,0,7.534,2723,tt2582496
463272,Johnny English Strikes Again,Johnny English Strikes Again,en,"Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology.",His licence renewed. His intelligence restricted.,Released,28|12|35,Action|Adventure|Comedy,GB|US,4.5758,2018-09-13,88,25000000,158972570,6.272,2720,tt6921996
361292,Suspiria,Suspiria,en,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",Give your soul to the dance.,Released,27|9648|18,Horror|Mystery|Drama,IT|US,4.4293,2018-10-26,152,20000000,7953089,6.9,2731,tt1034415
23048,Hot Tub Time Machine,Hot Tub Time Machine,en,"Four pals are stuck in a rut in adulthood: Adam has just been dumped, Lou is a hopeless party animal, Nick is a henpecked husband, and Jacob does nothing but play video games in his basement. But they get a chance to brighten their future by changing their past after a night of heavy drinking in a ski-resort hot tub results in their waking up in 1986.",Forget the present. Change the future. Kick some past.,Released,878|35|12,Science Fiction|Comedy|Adventure,US,4.8773,2010-03-26,101,36000000,64780213,6.043,2702,tt1231587
225565,That Awkward Moment,That Awkward Moment,en,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",When you realize getting some means wanting more.,Released,35|10749,Comedy|Romance,US,2.8899,2014-01-29,94,8000000,45600000,6.1,2717,tt1800246
763215,Damsel,Damsel,en,A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,This is not a fairytale.,Released,14|28|12,Fantasy|Action|Adventure,ES|US,7.1153,2024-03-07,107,60000000,5000,6.988,2724,tt13452446
823219,Flow,Straume,lv,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",Disaster tore their world apart. Friendship will bring them together.,Released,16|12|14|10751,Animation|Adventure|Fantasy|Family,LV|BE|FR,13.3823,2024-08-29,85,3700000,17660107,8.09,2700,tt4772188
9408,Surf's Up,Surf's Up,en,"A young surfer enters his first contest, hoping a win will earn him respect. But an encounter with a laid-back local forces him to rethink his values.",A Major Ocean Picture,Released,16|35|10751,Animation|Comedy|Family,US,5.2826,2007-06-08,85,85000000,149000000,6.488,2707,tt0423294
539885,Ava,Ava,en,A black ops assassin is forced to fight for her own survival after a job goes dangerously wrong.,Kill. Or be killed.,Released,28|53|80,Action|Thriller|Crime,US,4.2778,2020-07-02,96,0,2987741,5.826,2718,tt8784956
399360,Alpha,Alpha,en,"In the prehistoric past, Keda, a young and inexperienced hunter, struggles to return home after being separated from his tribe when bison hunting goes awry. On his way back he will find an unexpected ally.",Leaders are born from survival,Released,12|18,Adventure|Drama,CA|US|CN,5.78,2018-08-17,97,51000000,99630675,6.534,2714,tt4244998
