movie_id,person_id,job
19995,2710,Director
19995,2710,Producer
19995,8529,Producer
19995,1729,Original Music Composer
27205,525,Producer
27205,556,Producer
27205,947,Original Music Composer
27205,2027976,Producer
27205,2157775,Producer
27205,525,Director
157336,525,Producer
157336,947,Original Music Composer
157336,2162,Producer
157336,556,Producer
157336,525,Director
13,24,Director
13,28,Producer
13,29,Producer
13,30,Producer
13,37,Original Music Composer
13,27,Screenplay
278,153,Original Music Composer
278,4028,Producer
278,4027,Screenplay
278,4027,Director
24428,12891,Screenplay
24428,12891,Director
24428,10850,Producer
24428,37,Original Music Composer
1726,7626,Producer
1726,10851,Original Music Composer
1726,10850,Producer
1726,79207,Screenplay
1726,79209,Screenplay
1726,18875,Screenplay
1726,18873,Screenplay
1726,15277,Director
671,10967,Screenplay
671,10965,Director
671,491,Original Music Composer
671,10968,Producer
550,7474,Producer
550,7475,Producer
550,1254,Producer
550,7477,Original Music Composer
550,7478,Original Music Composer
550,7467,Director
550,7469,Screenplay
68718,5382,Producer
68718,68215,Producer
68718,1003189,Producer
68718,138,Director
118340,10850,Producer
118340,15221,Original Music Composer
118340,15218,Director
293660,55252,Director
293660,10859,Producer
293660,7200,Producer
293660,11092,Producer
293660,56827,Original Music Composer
299536,10850,Producer
299536,37,Original Music Composer
299536,5551,Screenplay
299536,5552,Screenplay
299536,19271,Director
299536,19272,Director
680,2545,Producer
680,138,Director
155,527,Screenplay
155,525,Screenplay
155,556,Producer
155,525,Producer
155,947,Original Music Composer
155,282,Producer
155,1213,Original Music Composer
155,525,Director
11324,20294,Screenplay
11324,1032,Director
11324,20208,Producer
11324,20207,Producer
11324,20206,Producer
11324,1032,Producer
597,2710,Director
597,1729,Original Music Composer
597,2710,Producer
597,8529,Producer
299534,10850,Producer
299534,37,Original Music Composer
299534,5552,Screenplay
299534,5551,Screenplay
299534,19271,Director
299534,19272,Director
271110,5552,Screenplay
271110,10850,Producer
271110,5551,Screenplay
271110,227440,Original Music Composer
271110,19272,Director
271110,19271,Director
120,117,Original Music Composer
120,128,Screenplay
120,108,Director
120,108,Producer
120,126,Screenplay
120,108,Screenplay
120,123,Producer
120,15292,Producer
120,126,Producer
475557,45648,Producer
475557,57130,Producer
475557,51329,Producer
475557,1178828,Original Music Composer
475557,57130,Director
16869,2545,Producer
16869,138,Director
121,108,Producer
121,123,Producer
121,117,Original Music Composer
121,126,Producer
121,128,Screenplay
121,126,Screenplay
121,11325,Screenplay
121,108,Director
121,108,Screenplay
76341,20629,Director
76341,11651,Producer
76341,20629,Producer
76341,1518756,Producer
76341,56827,Original Music Composer
603,1091,Producer
603,4949,Original Music Composer
603,9340,Director
603,9339,Director
122,108,Screenplay
122,128,Screenplay
122,108,Director
122,108,Producer
122,117,Original Music Composer
122,123,Producer
122,126,Screenplay
122,126,Producer
99861,12891,Director
99861,10850,Producer
99861,531,Original Music Composer
99861,6041,Original Music Composer
106646,1032,Director
106646,62635,Screenplay
106646,1027545,Producer
106646,6193,Producer
106646,45648,Producer
106646,1027550,Producer
106646,1032,Producer
672,10967,Screenplay
672,10968,Producer
672,491,Original Music Composer
672,10965,Director
49026,525,Producer
49026,282,Producer
49026,556,Producer
49026,947,Original Music Composer
49026,527,Screenplay
49026,525,Screenplay
49026,525,Director
284052,10850,Producer
284052,15347,Original Music Composer
284052,55499,Director
150540,12890,Director
150540,7940,Producer
150540,1457025,Screenplay
150540,15347,Original Music Composer
150540,84496,Screenplay
150540,12890,Screenplay
284054,10850,Producer
284054,928158,Original Music Composer
284054,1056121,Director
70160,23964,Screenplay
70160,4446,Producer
70160,23964,Director
70160,935634,Producer
70160,1213,Original Music Composer
70160,21807,Screenplay
70160,189111,Screenplay
315635,10850,Producer
315635,1425616,Producer
315635,1246890,Screenplay
315635,1350918,Screenplay
315635,1236679,Screenplay
315635,52935,Screenplay
315635,1293994,Screenplay
315635,101814,Screenplay
315635,15347,Original Music Composer
315635,1293994,Director
673,11218,Director
673,10967,Screenplay
673,11222,Producer
673,10968,Producer
673,491,Original Music Composer
673,20643,Producer
673,10965,Producer
10138,15277,Director
10138,15009,Screenplay
10138,10850,Producer
10138,4500,Original Music Composer
238,3083,Screenplay
238,457,Producer
238,1776,Screenplay
238,3098,Original Music Composer
238,1776,Producer
238,12288,Producer
238,1776,Director
272,556,Producer
272,511,Producer
272,1213,Original Music Composer
272,282,Producer
272,947,Original Music Composer
272,3893,Screenplay
272,525,Screenplay
272,20643,Producer
272,525,Director
283995,10850,Producer
283995,15221,Original Music Composer
283995,15218,Director
1771,4945,Director
1771,37,Original Music Composer
1771,5552,Screenplay
1771,10850,Producer
1771,5551,Screenplay
68721,10850,Producer
68721,6041,Original Music Composer
68721,1239407,Screenplay
68721,1108,Director
68721,1108,Screenplay
11,12401,Producer
11,491,Original Music Composer
11,1,Director
10195,67485,Screenplay
10195,67484,Screenplay
10195,9152,Original Music Composer
10195,20401,Screenplay
10195,11181,Director
10195,10850,Producer
807,10764,Producer
807,117,Original Music Composer
807,7467,Director
807,12048,Producer
22,122,Original Music Composer
22,770,Producer
22,1706,Screenplay
22,1704,Director
22,1705,Screenplay
674,10723,Director
674,10967,Screenplay
674,10968,Producer
674,9152,Original Music Composer
297761,16368,Original Music Composer
297761,19769,Director
297761,18953,Producer
297761,282,Producer
634649,1425616,Producer
634649,10850,Producer
634649,1293994,Director
634649,15347,Original Music Composer
102899,59026,Director
102899,10850,Producer
102899,55710,Screenplay
102899,22226,Screenplay
102899,11090,Screenplay
102899,155531,Screenplay
102899,23486,Original Music Composer
284053,55934,Director
284053,5666,Original Music Composer
284053,10850,Producer
767,10968,Producer
767,11343,Director
767,10967,Screenplay
767,65614,Producer
767,11344,Original Music Composer
12445,11343,Director
12445,2949,Original Music Composer
12445,10967,Screenplay
12445,65614,Producer
12445,10966,Producer
12445,10968,Producer
297762,15217,Producer
297762,282,Producer
297762,18953,Producer
297762,79243,Producer
297762,6884,Director
297762,1213170,Screenplay
297762,2593,Original Music Composer
354912,8,Director
354912,1684652,Screenplay
354912,74343,Screenplay
354912,15347,Original Music Composer
354912,7878,Producer
135397,67802,Screenplay
135397,930707,Director
135397,67803,Screenplay
135397,664,Producer
135397,1020013,Screenplay
135397,25600,Producer
135397,930707,Screenplay
135397,15347,Original Music Composer
140607,15344,Director
140607,28977,Producer
140607,15344,Producer
140607,491,Original Music Composer
140607,489,Producer
14160,10,Screenplay
14160,7940,Producer
14160,12890,Director
14160,12890,Screenplay
14160,15347,Original Music Composer
675,11343,Director
675,10296,Screenplay
675,10968,Producer
675,11344,Original Music Composer
675,20643,Producer
675,65614,Producer
105,37,Original Music Composer
105,1059,Producer
105,24,Director
105,1058,Producer
286217,1320090,Producer
286217,11092,Producer
286217,578,Director
286217,47506,Screenplay
286217,8401,Producer
286217,22498,Producer
286217,578,Producer
286217,5553,Original Music Composer
557,531,Original Music Composer
557,9987,Producer
557,7627,Producer
557,508,Screenplay
557,7623,Director
245891,67759,Producer
245891,1281371,Producer
245891,40684,Producer
245891,15221,Original Music Composer
245891,52605,Producer
245891,1112896,Original Music Composer
245891,40644,Director
100402,5551,Screenplay
100402,5552,Screenplay
100402,227440,Original Music Composer
100402,10850,Producer
100402,19272,Director
100402,19271,Director
98,578,Director
98,947,Original Music Composer
98,933,Screenplay
98,930,Producer
98,931,Producer
98,932,Screenplay
98,929,Producer
98,929,Screenplay
98,948,Original Music Composer
496243,2127965,Original Music Composer
496243,2187821,Producer
496243,1305523,Producer
496243,2187912,Producer
496243,21684,Director
496243,21684,Producer
496243,2320121,Screenplay
496243,21684,Screenplay
263115,7200,Producer
263115,366,Director
263115,11092,Producer
263115,366,Screenplay
263115,191937,Screenplay
263115,2199,Screenplay
263115,584598,Producer
263115,7229,Original Music Composer
862,12893,Screenplay
862,12896,Producer
862,12892,Screenplay
862,12891,Screenplay
862,7879,Director
862,7,Screenplay
862,12894,Producer
862,7885,Original Music Composer
585,7878,Producer
585,7,Screenplay
585,12890,Director
585,7884,Screenplay
585,7885,Original Music Composer
281957,223,Director
281957,114408,Producer
281957,4701,Producer
281957,322,Producer
281957,41329,Producer
281957,376,Producer
281957,11382,Original Music Composer
281957,223,Producer
281957,64785,Screenplay
281957,223,Screenplay
281957,2118673,Original Music Composer
12,7,Screenplay
12,9,Producer
12,7,Director
12,11,Screenplay
12,10,Screenplay
12,153,Original Music Composer
37165,2690,Director
37165,8685,Producer
37165,11302,Producer
37165,2997,Producer
37165,11303,Producer
37165,1188738,Original Music Composer
37165,1551,Original Music Composer
37165,1400,Original Music Composer
346364,1113116,Director
346364,112690,Producer
346364,565491,Producer
346364,1094761,Producer
346364,1236538,Producer
346364,21036,Producer
346364,40825,Original Music Composer
346364,87257,Screenplay
346364,1625271,Screenplay
346364,1338249,Screenplay
210577,368,Producer
210577,7467,Director
210577,1194205,Screenplay
210577,3186,Original Music Composer
210577,142391,Original Music Composer
210577,71262,Producer
210577,376,Producer
210577,7475,Producer
49051,10828,Screenplay
49051,126,Producer
49051,117,Original Music Composer
49051,108,Screenplay
49051,108,Director
49051,108,Producer
49051,128,Screenplay
49051,53393,Producer
49051,3506,Producer
49051,126,Screenplay
9806,7087,Director
9806,15347,Original Music Composer
9806,33340,Producer
10681,7,Director
10681,15020,Screenplay
10681,72753,Producer
10681,7,Screenplay
10681,72752,Producer
10681,153,Original Music Composer
12444,2949,Original Music Composer
12444,10968,Producer
12444,10966,Producer
12444,10967,Screenplay
12444,65614,Producer
12444,11343,Director
8587,15812,Director
8587,18898,Director
8587,38792,Screenplay
8587,7933,Screenplay
8587,56041,Screenplay
8587,947,Original Music Composer
8587,12824,Producer
383498,11092,Producer
383498,40684,Director
383498,7200,Producer
383498,10859,Producer
383498,15221,Original Music Composer
24,2545,Producer
24,150,Original Music Composer
24,235121,Producer
24,138,Director
259316,10966,Screenplay
259316,11343,Director
259316,1213,Original Music Composer
259316,10968,Producer
259316,10966,Producer
259316,41289,Producer
259316,10967,Producer
329865,137427,Director
329865,17825,Producer
329865,57175,Producer
329865,115033,Screenplay
329865,1188380,Producer
329865,39454,Producer
329865,554,Producer
329865,117992,Original Music Composer
329865,1718785,Producer
694,240,Screenplay
694,10404,Screenplay
694,240,Producer
694,2284,Original Music Composer
694,2285,Original Music Composer
694,240,Director
497,4027,Screenplay
497,4027,Producer
497,3718,Producer
497,153,Original Music Composer
497,4027,Director
209112,131680,Screenplay
209112,15217,Director
209112,282,Producer
209112,79243,Producer
209112,3893,Screenplay
209112,947,Original Music Composer
209112,56827,Original Music Composer
77338,937260,Producer
77338,84425,Director
77338,84426,Screenplay
77338,84425,Screenplay
77338,94909,Producer
77338,142982,Producer
77338,84426,Director
77338,70526,Original Music Composer
381288,11614,Director
381288,84348,Producer
381288,11614,Producer
381288,1551816,Original Music Composer
381288,65243,Producer
808,5524,Director
808,12058,Director
808,12062,Producer
808,12106,Producer
808,5553,Original Music Composer
808,11098,Original Music Composer
808,12107,Producer
18785,57130,Director
18785,57130,Producer
18785,23486,Original Music Composer
18785,57132,Producer
1930,7627,Producer
1930,1729,Original Music Composer
1930,7626,Producer
1930,20204,Screenplay
1930,977941,Producer
1930,87742,Director
1930,7630,Screenplay
1930,10967,Screenplay
101299,935634,Producer
101299,10943,Director
101299,16961,Screenplay
101299,4446,Producer
101299,57631,Screenplay
101299,1213,Original Music Composer
2062,7087,Director
2062,15347,Original Music Composer
2062,32532,Producer
2062,7087,Screenplay
198663,1227160,Screenplay
198663,1179066,Director
198663,1231882,Producer
198663,1257095,Screenplay
