movie_id,title,original_title,original_language,overview,tagline,status,genre_ids,genres,production_countries,popularity,release_date,runtime,budget,revenue,vote_average,vote_count,imdb_id
19995,Avatar,Avatar,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",Enter the world of Pandora.,Released,28|12|878,Action|Adventure|Science Fiction,US|GB,26.9515,2009-12-16,162,237000000,2923706026,7.6,33654,tt0499549
27205,Inception,Inception,en,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",Your mind is the scene of the crime.,Released,28|878|12,Action|Science Fiction|Adventure,GB|US,29.4674,2010-07-15,148,160000000,839030630,8.371,38889,tt1375666
157336,Interstellar,Interstellar,en,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Mankind was born on Earth. It was never meant to die here.,Released,12|18|878,Adventure|Drama|Science Fiction,GB|US,47.1756,2014-11-05,169,165000000,746606706,8.468,39201,tt0816692
13,Forrest Gump,Forrest Gump,en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",The world will never be the same once you've seen it through the eyes of Forrest Gump.,Released,35|18|10749,Comedy|Drama|Romance,US,25.4323,1994-06-23,142,55000000,677387716,8.463,29423,tt0109830
278,The Shawshank Redemption,The Shawshank Redemption,en,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Fear can hold you prisoner. Hope can set you free.,Released,18|80,Drama|Crime,US,43.327,1994-09-23,142,25000000,28341469,8.717,29987,tt0111161
24428,The Avengers,The Avengers,en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",Some assembly required.,Released,878|28|12,Science Fiction|Action|Adventure,US,56.6538,2012-04-25,143,220000000,1518815515,7.978,36734,tt0848228
1726,Iron Man,Iron Man,en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Heroes aren't born. They're built.,Released,28|878|12,Action|Science Fiction|Adventure,US,19.0455,2008-04-30,126,140000000,585174222,7.656,27878,tt0371746
671,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,en,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",Let the magic begin.,Released,12|14,Adventure|Fantasy,GB|US,40.1079,2001-11-16,152,125000000,976475550,7.898,29300,tt0241527
550,Fight Club,Fight Club,en,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",Mischief. Mayhem. Soap.,Released,18|53,Drama|Thriller,DE|US,25.9787,1999-10-15,139,63000000,100853753,8.438,31666,tt0137523
68718,Django Unchained,Django Unchained,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","Life, liberty, and the pursuit of vengeance.",Released,18|37,Drama|Western,US,13.8598,2012-12-25,165,100000000,425368238,8.189,27745,tt1853728
118340,Guardians of the Galaxy,Guardians of the Galaxy,en,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.","When things get bad, they'll do their worst.",Released,28|878|12,Action|Science Fiction|Adventure,US,9.0106,2014-07-30,121,170000000,772776600,7.905,29460,tt2015381
293660,Deadpool,Deadpool,en,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",Feel the love.,Released,28|12|35,Action|Adventure|Comedy,US,15.9319,2016-02-09,108,58000000,782837347,7.622,32482,tt1431045
