movie_id,title,original_title,original_language,overview,tagline,status,genre_ids,genres,production_countries,popularity,release_date,runtime,budget,revenue,vote_average,vote_count,imdb_id
1730,Inland Empire,Inland Empire,en,"When actress Nikki Grace gets the lead role in a cursed film, her world becomes more and more surreal, blending realities and ideas of infidelity, reincarnation, and supernatural forces.",A woman in trouble.,Released,27|53|9648|18|14,Horror|Thriller|Mystery|Drama|Fantasy,US|FR|PL,3.4962,2006-12-06,180,15000000,4304157,7.0,1249,tt0460829
474354,22 July,22 July,en,"On 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utøya Island outside of Oslo. This three-part story focuses on the survivors, the political leadership of Norway, and the lawyers involved.",The true story of a day that started like any other,Released,80|18|36|53,Crime|Drama|History|Thriller,US,2.0409,2018-10-04,143,20000000,0,7.078,1245,tt7280898
15357,District 13: Ultimatum,Banlieue 13 - Ultimatum,fr,"Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city’s secret services take drastic measures to solve the problem.",,Released,28|53|80,Action|Thriller|Crime,FR,3.8063,2009-02-18,101,15000000,14103752,6.382,1247,tt1247640
1280,3-Iron,빈집,ko,A drifter lives in people's houses while they are away and repays them by doing chores for them. His life changes when he meets a beautiful woman who wants to escape her unhappy marriage.,"In the quietness of empty houses, love finds a voice.",Released,18|10749|80,Drama|Romance|Crime,KR|JP,2.0378,2004-10-15,88,0,3403957,7.8,1247,tt0423866
324560,Brimstone,Brimstone,en,"In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",Retribution is coming,Released,53|37|18,Thriller|Western|Drama,BE|FR|DE|NL|SE|GB,2.7001,2016-03-12,148,13000000,0,7.2,1244,tt1895315
11171,Mysterious Skin,Mysterious Skin,en,"A teenage hustler and a young man obsessed with alien abductions cross paths, together discovering a horrible, liberating truth.",Two boys. One can't remember. The other can't forget.,Released,18,Drama,US|NL,3.5664,2005-03-30,105,3000000,2148548,7.7,1247,tt0370986
11699,Bad Lieutenant: Port of Call New Orleans,Bad Lieutenant: Port of Call New Orleans,en,"Terrence McDonagh is a New Orleans Police sergeant, who receives a medal and a promotion to lieutenant for heroism during Hurricane Katrina. Due to his heroic act, McDonagh injures his back and becomes addicted to prescription pain medication. He then finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",The only criminal he can't catch is himself.,Released,18|80,Drama|Crime,US|DE,2.9698,2009-09-11,122,25000000,10589102,6.2,1244,tt1095217
615667,Ma Rainey's Black Bottom,Ma Rainey's Black Bottom,en,Tensions rise when the trailblazing Mother of the Blues and her band gather at a Chicago recording studio in 1927. Adapted from August Wilson's play.,It would be an empty world without the blues.,Released,18|10402,Drama|Music,US,2.0768,2020-11-25,93,0,0,6.6,1245,tt10514222
823625,Blacklight,Blacklight,en,Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,They're gonna need more men.,Released,28|53|12,Action|Thriller|Adventure,AU|CN|US,4.3843,2022-02-10,104,43000000,15902207,6.152,1243,tt14060094
12193,Four Christmases,Four Christmases,en,"Brad and Kate have made something of an art form out of avoiding their families during the holidays, but this year their foolproof plan is about go bust -- big time. Stuck at the city airport after all departing flights are canceled, the couple is embarrassed to see their ruse exposed to the world by an overzealous television reporter. Now, Brad and Kate are left with precious little choice other than to swallow their pride and suffer the rounds.","His father, her mother, his mother and her father all in one day.",Released,35|10749|18,Comedy|Romance|Drama,US,2.6816,2008-11-26,88,80000000,164112721,5.8,1243,tt0369436
